value,date,realtime_end,realtime_start
39224,2009-07-01,2019-04-04,2019-04-04
38887,2009-08-01,2019-04-04,2019-04-04
36575,2009-09-01,2019-04-04,2019-04-04
38250,2009-10-01,2019-04-04,2019-04-04
35513,2009-11-01,2019-04-04,2019-04-04
37546,2009-12-01,2019-04-04,2019-04-04
35513,2010-01-01,2019-04-04,2019-04-04
35359,2010-02-01,2019-04-04,2019-04-04
39374,2010-03-01,2019-04-04,2019-04-04
39393,2010-04-01,2019-04-04,2019-04-04
40785,2010-05-01,2019-04-04,2019-04-04
39421,2010-06-01,2019-04-04,2019-04-04
41024,2010-07-01,2019-04-04,2019-04-04
40308,2010-08-01,2019-04-04,2019-04-04
38361,2010-09-01,2019-04-04,2019-04-04
40150,2010-10-01,2019-04-04,2019-04-04
37447,2010-11-01,2019-04-04,2019-04-04
39785,2010-12-01,2019-04-04,2019-04-04
36961,2011-01-01,2019-04-04,2019-04-04
37394,2011-02-01,2019-04-04,2019-04-04
42036,2011-03-01,2019-04-04,2019-04-04
41761,2011-04-01,2019-04-04,2019-04-04
43020,2011-05-01,2019-04-04,2019-04-04
42080,2011-06-01,2019-04-04,2019-04-04
43301,2011-07-01,2019-04-04,2019-04-04
42385,2011-08-01,2019-04-04,2019-04-04
41383,2011-09-01,2019-04-04,2019-04-04
42415,2011-10-01,2019-04-04,2019-04-04
39703,2011-11-01,2019-04-04,2019-04-04
42911,2011-12-01,2019-04-04,2019-04-04
39644,2012-01-01,2019-04-04,2019-04-04
40931,2012-02-01,2019-04-04,2019-04-04
45647,2012-03-01,2019-04-04,2019-04-04
43755,2012-04-01,2019-04-04,2019-04-04
45479,2012-05-01,2019-04-04,2019-04-04
44892,2012-06-01,2019-04-04,2019-04-04
44506,2012-07-01,2019-04-04,2019-04-04
44936,2012-08-01,2019-04-04,2019-04-04
43027,2012-09-01,2019-04-04,2019-04-04
43577,2012-10-01,2019-04-04,2019-04-04
42472,2012-11-01,2019-04-04,2019-04-04
45295,2012-12-01,2019-04-04,2019-04-04
41798,2013-01-01,2019-04-04,2019-04-04
41496,2013-02-01,2019-04-04,2019-04-04
47564,2013-03-01,2019-04-04,2019-04-04
45560,2013-04-01,2019-04-04,2019-04-04
47488,2013-05-01,2019-04-04,2019-04-04
45440,2013-06-01,2019-04-04,2019-04-04
45482,2013-07-01,2019-04-04,2019-04-04
46893,2013-08-01,2019-04-04,2019-04-04
43653,2013-09-01,2019-04-04,2019-04-04
46062,2013-10-01,2019-04-04,2019-04-04
45288,2013-11-01,2019-04-04,2019-04-04
46589,2013-12-01,2019-04-04,2019-04-04
42932,2014-01-01,2019-04-04,2019-04-04
42890,2014-02-01,2019-04-04,2019-04-04
49410,2014-03-01,2019-04-04,2019-04-04
47708,2014-04-01,2019-04-04,2019-04-04
51054,2014-05-01,2019-04-04,2019-04-04
47895,2014-06-01,2019-04-04,2019-04-04
48690,2014-07-01,2019-04-04,2019-04-04
50086,2014-08-01,2019-04-04,2019-04-04
47070,2014-09-01,2019-04-04,2019-04-04
50135,2014-10-01,2019-04-04,2019-04-04
47614,2014-11-01,2019-04-04,2019-04-04
50732,2014-12-01,2019-04-04,2019-04-04
47960,2015-01-01,2019-04-04,2019-04-04
46604,2015-02-01,2019-04-04,2019-04-04
53122,2015-03-01,2019-04-04,2019-04-04
52285,2015-04-01,2019-04-04,2019-04-04
55409,2015-05-01,2019-04-04,2019-04-04
52042,2015-06-01,2019-04-04,2019-04-04
53140,2015-07-01,2019-04-04,2019-04-04
53176,2015-08-01,2019-04-04,2019-04-04
50762,2015-09-01,2019-04-04,2019-04-04
54048,2015-10-01,2019-04-04,2019-04-04
50283,2015-11-01,2019-04-04,2019-04-04
54663,2015-12-01,2019-04-04,2019-04-04
50206,2016-01-01,2019-04-04,2019-04-04
51685,2016-02-01,2019-04-04,2019-04-04
56126,2016-03-01,2019-04-04,2019-04-04
56637,2016-04-01,2019-04-04,2019-04-04
57341,2016-05-01,2019-04-04,2019-04-04
54907,2016-06-01,2019-04-04,2019-04-04
56247,2016-07-01,2019-04-04,2019-04-04
55337,2016-08-01,2019-04-04,2019-04-04
