value,date,realtime_end,realtime_start
20014,2007-08-01,2019-04-04,2019-04-04
20132,2007-09-01,2019-04-04,2019-04-04
19988,2007-10-01,2019-04-04,2019-04-04
19938,2007-11-01,2019-04-04,2019-04-04
19825,2007-12-01,2019-04-04,2019-04-04
20120,2008-01-01,2019-04-04,2019-04-04
20279,2008-02-01,2019-04-04,2019-04-04
20288,2008-03-01,2019-04-04,2019-04-04
20172,2008-04-01,2019-04-04,2019-04-04
20536,2008-05-01,2019-04-04,2019-04-04
20497,2008-06-01,2019-04-04,2019-04-04
20640,2008-07-01,2019-04-04,2019-04-04
20620,2008-08-01,2019-04-04,2019-04-04
20654,2008-09-01,2019-04-04,2019-04-04
20659,2008-10-01,2019-04-04,2019-04-04
20789,2008-11-01,2019-04-04,2019-04-04
20682,2008-12-01,2019-04-04,2019-04-04
20753,2009-01-01,2019-04-04,2019-04-04
20906,2009-02-01,2019-04-04,2019-04-04
20908,2009-03-01,2019-04-04,2019-04-04
21059,2009-04-01,2019-04-04,2019-04-04
21121,2009-05-01,2019-04-04,2019-04-04
21055,2009-06-01,2019-04-04,2019-04-04
21027,2009-07-01,2019-04-04,2019-04-04
21070,2009-08-01,2019-04-04,2019-04-04
21231,2009-09-01,2019-04-04,2019-04-04
21278,2009-10-01,2019-04-04,2019-04-04
21288,2009-11-01,2019-04-04,2019-04-04
21195,2009-12-01,2019-04-04,2019-04-04
21144,2010-01-01,2019-04-04,2019-04-04
21199,2010-02-01,2019-04-04,2019-04-04
21363,2010-03-01,2019-04-04,2019-04-04
21492,2010-04-01,2019-04-04,2019-04-04
21378,2010-05-01,2019-04-04,2019-04-04
21683,2010-06-01,2019-04-04,2019-04-04
21755,2010-07-01,2019-04-04,2019-04-04
21841,2010-08-01,2019-04-04,2019-04-04
21933,2010-09-01,2019-04-04,2019-04-04
22105,2010-10-01,2019-04-04,2019-04-04
22180,2010-11-01,2019-04-04,2019-04-04
22312,2010-12-01,2019-04-04,2019-04-04
22579,2011-01-01,2019-04-04,2019-04-04
22451,2011-02-01,2019-04-04,2019-04-04
22584,2011-03-01,2019-04-04,2019-04-04
22448,2011-04-01,2019-04-04,2019-04-04
22585,2011-05-01,2019-04-04,2019-04-04
22630,2011-06-01,2019-04-04,2019-04-04
22728,2011-07-01,2019-04-04,2019-04-04
22822,2011-08-01,2019-04-04,2019-04-04
22718,2011-09-01,2019-04-04,2019-04-04
22783,2011-10-01,2019-04-04,2019-04-04
22782,2011-11-01,2019-04-04,2019-04-04
22717,2011-12-01,2019-04-04,2019-04-04
22857,2012-01-01,2019-04-04,2019-04-04
23022,2012-02-01,2019-04-04,2019-04-04
22967,2012-03-01,2019-04-04,2019-04-04
23021,2012-04-01,2019-04-04,2019-04-04
22883,2012-05-01,2019-04-04,2019-04-04
22471,2012-06-01,2019-04-04,2019-04-04
22770,2012-07-01,2019-04-04,2019-04-04
22763,2012-08-01,2019-04-04,2019-04-04
22608,2012-09-01,2019-04-04,2019-04-04
22482,2012-10-01,2019-04-04,2019-04-04
22684,2012-11-01,2019-04-04,2019-04-04
22940,2012-12-01,2019-04-04,2019-04-04
23184,2013-01-01,2019-04-04,2019-04-04
23093,2013-02-01,2019-04-04,2019-04-04
23146,2013-03-01,2019-04-04,2019-04-04
23065,2013-04-01,2019-04-04,2019-04-04
23223,2013-05-01,2019-04-04,2019-04-04
23220,2013-06-01,2019-04-04,2019-04-04
23464,2013-07-01,2019-04-04,2019-04-04
23506,2013-08-01,2019-04-04,2019-04-04
23890,2013-09-01,2019-04-04,2019-04-04
23957,2013-10-01,2019-04-04,2019-04-04
23990,2013-11-01,2019-04-04,2019-04-04
24022,2013-12-01,2019-04-04,2019-04-04
24003,2014-01-01,2019-04-04,2019-04-04
24184,2014-02-01,2019-04-04,2019-04-04
24293,2014-03-01,2019-04-04,2019-04-04
24553,2014-04-01,2019-04-04,2019-04-04
24894,2014-05-01,2019-04-04,2019-04-04
25076,2014-06-01,2019-04-04,2019-04-04
25142,2014-07-01,2019-04-04,2019-04-04
25254,2014-08-01,2019-04-04,2019-04-04
25348,2014-09-01,2019-04-04,2019-04-04
25314,2014-10-01,2019-04-04,2019-04-04
25430,2014-11-01,2019-04-04,2019-04-04
25588,2014-12-01,2019-04-04,2019-04-04
25844,2015-01-01,2019-04-04,2019-04-04
25645,2015-02-01,2019-04-04,2019-04-04
26190,2015-03-01,2019-04-04,2019-04-04
25832,2015-04-01,2019-04-04,2019-04-04
25830,2015-05-01,2019-04-04,2019-04-04
25984,2015-06-01,2019-04-04,2019-04-04
26257,2015-07-01,2019-04-04,2019-04-04
26413,2015-08-01,2019-04-04,2019-04-04
26725,2015-09-01,2019-04-04,2019-04-04
26578,2015-10-01,2019-04-04,2019-04-04
26701,2015-11-01,2019-04-04,2019-04-04
27009,2015-12-01,2019-04-04,2019-04-04
26916,2016-01-01,2019-04-04,2019-04-04
27334,2016-02-01,2019-04-04,2019-04-04
27169,2016-03-01,2019-04-04,2019-04-04
27381,2016-04-01,2019-04-04,2019-04-04
27355,2016-05-01,2019-04-04,2019-04-04
27518,2016-06-01,2019-04-04,2019-04-04
27440,2016-07-01,2019-04-04,2019-04-04
27355,2016-08-01,2019-04-04,2019-04-04
27310,2016-09-01,2019-04-04,2019-04-04
26573,2016-10-01,2019-04-04,2019-04-04
26804,2016-11-01,2019-04-04,2019-04-04
26942,2016-12-01,2019-04-04,2019-04-04
27089,2017-01-01,2019-04-04,2019-04-04
27263,2017-02-01,2019-04-04,2019-04-04
27389,2017-03-01,2019-04-04,2019-04-04
27559,2017-04-01,2019-04-04,2019-04-04
27732,2017-05-01,2019-04-04,2019-04-04
27763,2017-06-01,2019-04-04,2019-04-04
27789,2017-07-01,2019-04-04,2019-04-04
28036,2017-08-01,2019-04-04,2019-04-04
28076,2017-09-01,2019-04-04,2019-04-04
28567,2017-10-01,2019-04-04,2019-04-04
