value,date,realtime_end,realtime_start
73572,2012-05-01,2019-04-04,2019-04-04
72581,2012-06-01,2019-04-04,2019-04-04
73004,2012-07-01,2019-04-04,2019-04-04
73859,2012-08-01,2019-04-04,2019-04-04
75275,2012-09-01,2019-04-04,2019-04-04
74807,2012-10-01,2019-04-04,2019-04-04
75763,2012-11-01,2019-04-04,2019-04-04
76859,2012-12-01,2019-04-04,2019-04-04
77647,2013-01-01,2019-04-04,2019-04-04
78647,2013-02-01,2019-04-04,2019-04-04
77888,2013-03-01,2019-04-04,2019-04-04
78322,2013-04-01,2019-04-04,2019-04-04
79464,2013-05-01,2019-04-04,2019-04-04
81170,2013-06-01,2019-04-04,2019-04-04
81451,2013-07-01,2019-04-04,2019-04-04
81086,2013-08-01,2019-04-04,2019-04-04
79722,2013-09-01,2019-04-04,2019-04-04
81129,2013-10-01,2019-04-04,2019-04-04
81678,2013-11-01,2019-04-04,2019-04-04
81058,2013-12-01,2019-04-04,2019-04-04
78622,2014-01-01,2019-04-04,2019-04-04
80935,2014-02-01,2019-04-04,2019-04-04
84039,2014-03-01,2019-04-04,2019-04-04
85315,2014-04-01,2019-04-04,2019-04-04
85572,2014-05-01,2019-04-04,2019-04-04
85589,2014-06-01,2019-04-04,2019-04-04
86014,2014-07-01,2019-04-04,2019-04-04
86852,2014-08-01,2019-04-04,2019-04-04
85954,2014-09-01,2019-04-04,2019-04-04
86358,2014-10-01,2019-04-04,2019-04-04
87321,2014-11-01,2019-04-04,2019-04-04
86848,2014-12-01,2019-04-04,2019-04-04
88042,2015-01-01,2019-04-04,2019-04-04
86372,2015-02-01,2019-04-04,2019-04-04
90337,2015-03-01,2019-04-04,2019-04-04
90744,2015-04-01,2019-04-04,2019-04-04
91706,2015-05-01,2019-04-04,2019-04-04
91506,2015-06-01,2019-04-04,2019-04-04
91581,2015-07-01,2019-04-04,2019-04-04
92162,2015-08-01,2019-04-04,2019-04-04
92624,2015-09-01,2019-04-04,2019-04-04
92341,2015-10-01,2019-04-04,2019-04-04
93016,2015-11-01,2019-04-04,2019-04-04
92630,2015-12-01,2019-04-04,2019-04-04
92341,2016-01-01,2019-04-04,2019-04-04
94074,2016-02-01,2019-04-04,2019-04-04
92532,2016-03-01,2019-04-04,2019-04-04
93357,2016-04-01,2019-04-04,2019-04-04
93439,2016-05-01,2019-04-04,2019-04-04
93849,2016-06-01,2019-04-04,2019-04-04
95448,2016-07-01,2019-04-04,2019-04-04
95698,2016-08-01,2019-04-04,2019-04-04
96443,2016-09-01,2019-04-04,2019-04-04
97101,2016-10-01,2019-04-04,2019-04-04
96754,2016-11-01,2019-04-04,2019-04-04
99380,2016-12-01,2019-04-04,2019-04-04
98955,2017-01-01,2019-04-04,2019-04-04
98078,2017-02-01,2019-04-04,2019-04-04
97050,2017-03-01,2019-04-04,2019-04-04
98006,2017-04-01,2019-04-04,2019-04-04
98691,2017-05-01,2019-04-04,2019-04-04
99583,2017-06-01,2019-04-04,2019-04-04
99552,2017-07-01,2019-04-04,2019-04-04
97706,2017-08-01,2019-04-04,2019-04-04
102152,2017-09-01,2019-04-04,2019-04-04
103204,2017-10-01,2019-04-04,2019-04-04
102133,2017-11-01,2019-04-04,2019-04-04
101740,2017-12-01,2019-04-04,2019-04-04
101617,2018-01-01,2019-04-04,2019-04-04
100605,2018-02-01,2019-04-04,2019-04-04
101907,2018-03-01,2019-04-04,2019-04-04
102149,2018-04-01,2019-04-04,2019-04-04
102740,2018-05-01,2019-04-04,2019-04-04
102669,2018-06-01,2019-04-04,2019-04-04
102705,2018-07-01,2019-04-04,2019-04-04
101937,2018-08-01,2019-04-04,2019-04-04
101926,2018-09-01,2019-04-04,2019-04-04
103560,2018-10-01,2019-04-04,2019-04-04
103847,2018-11-01,2019-04-04,2019-04-04
104246,2018-12-01,2019-04-04,2019-04-04
102296,2019-01-01,2019-04-04,2019-04-04
102996,2019-02-01,2019-04-04,2019-04-04
