value,date,realtime_end,realtime_start
19151,2015-09-01,2019-04-04,2019-04-04
20637,2015-10-01,2019-04-04,2019-04-04
23090,2015-11-01,2019-04-04,2019-04-04
33345,2015-12-01,2019-04-04,2019-04-04
15672,2016-01-01,2019-04-04,2019-04-04
18870,2016-02-01,2019-04-04,2019-04-04
21445,2016-03-01,2019-04-04,2019-04-04
20409,2016-04-01,2019-04-04,2019-04-04
21583,2016-05-01,2019-04-04,2019-04-04
20103,2016-06-01,2019-04-04,2019-04-04
20614,2016-07-01,2019-04-04,2019-04-04
22371,2016-08-01,2019-04-04,2019-04-04
19779,2016-09-01,2019-04-04,2019-04-04
20521,2016-10-01,2019-04-04,2019-04-04
23668,2016-11-01,2019-04-04,2019-04-04
34582,2016-12-01,2019-04-04,2019-04-04
15817,2017-01-01,2019-04-04,2019-04-04
17933,2017-02-01,2019-04-04,2019-04-04
21198,2017-03-01,2019-04-04,2019-04-04
21092,2017-04-01,2019-04-04,2019-04-04
21870,2017-05-01,2019-04-04,2019-04-04
20568,2017-06-01,2019-04-04,2019-04-04
20786,2017-07-01,2019-04-04,2019-04-04
22832,2017-08-01,2019-04-04,2019-04-04
20038,2017-09-01,2019-04-04,2019-04-04
20653,2017-10-01,2019-04-04,2019-04-04
24828,2017-11-01,2019-04-04,2019-04-04
34399,2017-12-01,2019-04-04,2019-04-04
16143,2018-01-01,2019-04-04,2019-04-04
18908,2018-02-01,2019-04-04,2019-04-04
22699,2018-03-01,2019-04-04,2019-04-04
20988,2018-04-01,2019-04-04,2019-04-04
24144,2018-05-01,2019-04-04,2019-04-04
21887,2018-06-01,2019-04-04,2019-04-04
22193,2018-07-01,2019-04-04,2019-04-04
23563,2018-08-01,2019-04-04,2019-04-04
20586,2018-09-01,2019-04-04,2019-04-04
21809,2018-10-01,2019-04-04,2019-04-04
26265,2018-11-01,2019-04-04,2019-04-04
35302,2018-12-01,2019-04-04,2019-04-04
16621,2019-01-01,2019-04-04,2019-04-04
18809,2019-02-01,2019-04-04,2019-04-04
