value,date,realtime_end,realtime_start
7190,2003-01-01,2019-04-04,2019-04-04
6713,2003-02-01,2019-04-04,2019-04-04
7618,2003-03-01,2019-04-04,2019-04-04
7374,2003-04-01,2019-04-04,2019-04-04
8078,2003-05-01,2019-04-04,2019-04-04
7753,2003-06-01,2019-04-04,2019-04-04
8074,2003-07-01,2019-04-04,2019-04-04
8384,2003-08-01,2019-04-04,2019-04-04
8017,2003-09-01,2019-04-04,2019-04-04
8351,2003-10-01,2019-04-04,2019-04-04
9018,2003-11-01,2019-04-04,2019-04-04
10166,2003-12-01,2019-04-04,2019-04-04
7651,2004-01-01,2019-04-04,2019-04-04
7613,2004-02-01,2019-04-04,2019-04-04
8499,2004-03-01,2019-04-04,2019-04-04
7991,2004-04-01,2019-04-04,2019-04-04
8112,2004-05-01,2019-04-04,2019-04-04
8443,2004-06-01,2019-04-04,2019-04-04
8895,2004-07-01,2019-04-04,2019-04-04
8883,2004-08-01,2019-04-04,2019-04-04
8441,2004-09-01,2019-04-04,2019-04-04
8718,2004-10-01,2019-04-04,2019-04-04
9594,2004-11-01,2019-04-04,2019-04-04
10917,2004-12-01,2019-04-04,2019-04-04
7908,2005-01-01,2019-04-04,2019-04-04
7973,2005-02-01,2019-04-04,2019-04-04
8787,2005-03-01,2019-04-04,2019-04-04
8418,2005-04-01,2019-04-04,2019-04-04
8649,2005-05-01,2019-04-04,2019-04-04
8966,2005-06-01,2019-04-04,2019-04-04
8957,2005-07-01,2019-04-04,2019-04-04
9607,2005-08-01,2019-04-04,2019-04-04
9216,2005-09-01,2019-04-04,2019-04-04
9110,2005-10-01,2019-04-04,2019-04-04
10232,2005-11-01,2019-04-04,2019-04-04
11297,2005-12-01,2019-04-04,2019-04-04
8595,2006-01-01,2019-04-04,2019-04-04
8457,2006-02-01,2019-04-04,2019-04-04
9412,2006-03-01,2019-04-04,2019-04-04
8556,2006-04-01,2019-04-04,2019-04-04
9209,2006-05-01,2019-04-04,2019-04-04
9447,2006-06-01,2019-04-04,2019-04-04
9244,2006-07-01,2019-04-04,2019-04-04
9940,2006-08-01,2019-04-04,2019-04-04
9511,2006-09-01,2019-04-04,2019-04-04
9178,2006-10-01,2019-04-04,2019-04-04
10195,2006-11-01,2019-04-04,2019-04-04
11051,2006-12-01,2019-04-04,2019-04-04
8802,2007-01-01,2019-04-04,2019-04-04
8423,2007-02-01,2019-04-04,2019-04-04
9415,2007-03-01,2019-04-04,2019-04-04
8553,2007-04-01,2019-04-04,2019-04-04
9266,2007-05-01,2019-04-04,2019-04-04
9171,2007-06-01,2019-04-04,2019-04-04
9194,2007-07-01,2019-04-04,2019-04-04
9867,2007-08-01,2019-04-04,2019-04-04
8885,2007-09-01,2019-04-04,2019-04-04
9069,2007-10-01,2019-04-04,2019-04-04
10012,2007-11-01,2019-04-04,2019-04-04
10487,2007-12-01,2019-04-04,2019-04-04
8163,2008-01-01,2019-04-04,2019-04-04
8104,2008-02-01,2019-04-04,2019-04-04
8381,2008-03-01,2019-04-04,2019-04-04
8029,2008-04-01,2019-04-04,2019-04-04
8604,2008-05-01,2019-04-04,2019-04-04
8117,2008-06-01,2019-04-04,2019-04-04
8495,2008-07-01,2019-04-04,2019-04-04
8456,2008-08-01,2019-04-04,2019-04-04
7676,2008-09-01,2019-04-04,2019-04-04
7712,2008-10-01,2019-04-04,2019-04-04
8121,2008-11-01,2019-04-04,2019-04-04
8862,2008-12-01,2019-04-04,2019-04-04
6796,2009-01-01,2019-04-04,2019-04-04
6593,2009-02-01,2019-04-04,2019-04-04
6907,2009-03-01,2019-04-04,2019-04-04
6608,2009-04-01,2019-04-04,2019-04-04
6974,2009-05-01,2019-04-04,2019-04-04
6922,2009-06-01,2019-04-04,2019-04-04
7194,2009-07-01,2019-04-04,2019-04-04
7159,2009-08-01,2019-04-04,2019-04-04
6967,2009-09-01,2019-04-04,2019-04-04
6853,2009-10-01,2019-04-04,2019-04-04
7375,2009-11-01,2019-04-04,2019-04-04
8401,2009-12-01,2019-04-04,2019-04-04
6324,2010-01-01,2019-04-04,2019-04-04
6468,2010-02-01,2019-04-04,2019-04-04
7271,2010-03-01,2019-04-04,2019-04-04
6729,2010-04-01,2019-04-04,2019-04-04
6932,2010-05-01,2019-04-04,2019-04-04
6902,2010-06-01,2019-04-04,2019-04-04
7243,2010-07-01,2019-04-04,2019-04-04
7330,2010-08-01,2019-04-04,2019-04-04
7101,2010-09-01,2019-04-04,2019-04-04
6793,2010-10-01,2019-04-04,2019-04-04
7630,2010-11-01,2019-04-04,2019-04-04
8482,2010-12-01,2019-04-04,2019-04-04
6244,2011-01-01,2019-04-04,2019-04-04
6488,2011-02-01,2019-04-04,2019-04-04
7530,2011-03-01,2019-04-04,2019-04-04
6896,2011-04-01,2019-04-04,2019-04-04
