value,date,realtime_end,realtime_start
6910,2017-05-01,2019-04-04,2019-04-04
6957,2017-06-01,2019-04-04,2019-04-04
6957,2017-07-01,2019-04-04,2019-04-04
6913,2017-08-01,2019-04-04,2019-04-04
6993,2017-09-01,2019-04-04,2019-04-04
7059,2017-10-01,2019-04-04,2019-04-04
7076,2017-11-01,2019-04-04,2019-04-04
6934,2017-12-01,2019-04-04,2019-04-04
6583,2018-01-01,2019-04-04,2019-04-04
6919,2018-02-01,2019-04-04,2019-04-04
6993,2018-03-01,2019-04-04,2019-04-04
6951,2018-04-01,2019-04-04,2019-04-04
6882,2018-05-01,2019-04-04,2019-04-04
6734,2018-06-01,2019-04-04,2019-04-04
6645,2018-07-01,2019-04-04,2019-04-04
6545,2018-08-01,2019-04-04,2019-04-04
6428,2018-09-01,2019-04-04,2019-04-04
6399,2018-10-01,2019-04-04,2019-04-04
6346,2018-11-01,2019-04-04,2019-04-04
5969,2018-12-01,2019-04-04,2019-04-04
6281,2019-01-01,2019-04-04,2019-04-04
6313,2019-02-01,2019-04-04,2019-04-04
