value,date,realtime_end,realtime_start
16819,1998-07-01,2019-04-04,2019-04-04
16828,1998-08-01,2019-04-04,2019-04-04
16972,1998-09-01,2019-04-04,2019-04-04
17209,1998-10-01,2019-04-04,2019-04-04
17341,1998-11-01,2019-04-04,2019-04-04
17702,1998-12-01,2019-04-04,2019-04-04
17732,1999-01-01,2019-04-04,2019-04-04
17943,1999-02-01,2019-04-04,2019-04-04
17760,1999-03-01,2019-04-04,2019-04-04
17791,1999-04-01,2019-04-04,2019-04-04
17914,1999-05-01,2019-04-04,2019-04-04
17969,1999-06-01,2019-04-04,2019-04-04
18183,1999-07-01,2019-04-04,2019-04-04
18341,1999-08-01,2019-04-04,2019-04-04
18175,1999-09-01,2019-04-04,2019-04-04
18606,1999-10-01,2019-04-04,2019-04-04
18944,1999-11-01,2019-04-04,2019-04-04
19125,1999-12-01,2019-04-04,2019-04-04
19613,2000-01-01,2019-04-04,2019-04-04
19193,2000-02-01,2019-04-04,2019-04-04
20175,2000-03-01,2019-04-04,2019-04-04
18986,2000-04-01,2019-04-04,2019-04-04
18941,2000-05-01,2019-04-04,2019-04-04
18878,2000-06-01,2019-04-04,2019-04-04
18982,2000-07-01,2019-04-04,2019-04-04
18951,2000-08-01,2019-04-04,2019-04-04
18926,2000-09-01,2019-04-04,2019-04-04
18965,2000-10-01,2019-04-04,2019-04-04
18689,2000-11-01,2019-04-04,2019-04-04
19356,2000-12-01,2019-04-04,2019-04-04
19248,2001-01-01,2019-04-04,2019-04-04
19698,2001-02-01,2019-04-04,2019-04-04
19562,2001-03-01,2019-04-04,2019-04-04
20373,2001-04-01,2019-04-04,2019-04-04
20147,2001-05-01,2019-04-04,2019-04-04
19900,2001-06-01,2019-04-04,2019-04-04
19838,2001-07-01,2019-04-04,2019-04-04
19920,2001-08-01,2019-04-04,2019-04-04
19664,2001-09-01,2019-04-04,2019-04-04
20054,2001-10-01,2019-04-04,2019-04-04
19982,2001-11-01,2019-04-04,2019-04-04
