value,date,realtime_end,realtime_start
45454,2007-05-01,2019-04-04,2019-04-04
45627,2007-06-01,2019-04-04,2019-04-04
45754,2007-07-01,2019-04-04,2019-04-04
45643,2007-08-01,2019-04-04,2019-04-04
45853,2007-09-01,2019-04-04,2019-04-04
46113,2007-10-01,2019-04-04,2019-04-04
46624,2007-11-01,2019-04-04,2019-04-04
46831,2007-12-01,2019-04-04,2019-04-04
46862,2008-01-01,2019-04-04,2019-04-04
46707,2008-02-01,2019-04-04,2019-04-04
46883,2008-03-01,2019-04-04,2019-04-04
47356,2008-04-01,2019-04-04,2019-04-04
47355,2008-05-01,2019-04-04,2019-04-04
47568,2008-06-01,2019-04-04,2019-04-04
47845,2008-07-01,2019-04-04,2019-04-04
47988,2008-08-01,2019-04-04,2019-04-04
47740,2008-09-01,2019-04-04,2019-04-04
47703,2008-10-01,2019-04-04,2019-04-04
47363,2008-11-01,2019-04-04,2019-04-04
46942,2008-12-01,2019-04-04,2019-04-04
47639,2009-01-01,2019-04-04,2019-04-04
46928,2009-02-01,2019-04-04,2019-04-04
46912,2009-03-01,2019-04-04,2019-04-04
47133,2009-04-01,2019-04-04,2019-04-04
47219,2009-05-01,2019-04-04,2019-04-04
47350,2009-06-01,2019-04-04,2019-04-04
47330,2009-07-01,2019-04-04,2019-04-04
47309,2009-08-01,2019-04-04,2019-04-04
47559,2009-09-01,2019-04-04,2019-04-04
47603,2009-10-01,2019-04-04,2019-04-04
47689,2009-11-01,2019-04-04,2019-04-04
48134,2009-12-01,2019-04-04,2019-04-04
47877,2010-01-01,2019-04-04,2019-04-04
48705,2010-02-01,2019-04-04,2019-04-04
48274,2010-03-01,2019-04-04,2019-04-04
48205,2010-04-01,2019-04-04,2019-04-04
48202,2010-05-01,2019-04-04,2019-04-04
47914,2010-06-01,2019-04-04,2019-04-04
47919,2010-07-01,2019-04-04,2019-04-04
48258,2010-08-01,2019-04-04,2019-04-04
48631,2010-09-01,2019-04-04,2019-04-04
48575,2010-10-01,2019-04-04,2019-04-04
49136,2010-11-01,2019-04-04,2019-04-04
49157,2010-12-01,2019-04-04,2019-04-04
49682,2011-01-01,2019-04-04,2019-04-04
50070,2011-02-01,2019-04-04,2019-04-04
50075,2011-03-01,2019-04-04,2019-04-04
50805,2011-04-01,2019-04-04,2019-04-04
50427,2011-05-01,2019-04-04,2019-04-04
50940,2011-06-01,2019-04-04,2019-04-04
50948,2011-07-01,2019-04-04,2019-04-04
51177,2011-08-01,2019-04-04,2019-04-04
51047,2011-09-01,2019-04-04,2019-04-04
51334,2011-10-01,2019-04-04,2019-04-04
51435,2011-11-01,2019-04-04,2019-04-04
51185,2011-12-01,2019-04-04,2019-04-04
51540,2012-01-01,2019-04-04,2019-04-04
51662,2012-02-01,2019-04-04,2019-04-04
52112,2012-03-01,2019-04-04,2019-04-04
52299,2012-04-01,2019-04-04,2019-04-04
52284,2012-05-01,2019-04-04,2019-04-04
52212,2012-06-01,2019-04-04,2019-04-04
52276,2012-07-01,2019-04-04,2019-04-04
52295,2012-08-01,2019-04-04,2019-04-04
52506,2012-09-01,2019-04-04,2019-04-04
52860,2012-10-01,2019-04-04,2019-04-04
52750,2012-11-01,2019-04-04,2019-04-04
52593,2012-12-01,2019-04-04,2019-04-04
52700,2013-01-01,2019-04-04,2019-04-04
53260,2013-02-01,2019-04-04,2019-04-04
53033,2013-03-01,2019-04-04,2019-04-04
52731,2013-04-01,2019-04-04,2019-04-04
53148,2013-05-01,2019-04-04,2019-04-04
53166,2013-06-01,2019-04-04,2019-04-04
53553,2013-07-01,2019-04-04,2019-04-04
53613,2013-08-01,2019-04-04,2019-04-04
53746,2013-09-01,2019-04-04,2019-04-04
53867,2013-10-01,2019-04-04,2019-04-04
53870,2013-11-01,2019-04-04,2019-04-04
54582,2013-12-01,2019-04-04,2019-04-04
54716,2014-01-01,2019-04-04,2019-04-04
54735,2014-02-01,2019-04-04,2019-04-04
54814,2014-03-01,2019-04-04,2019-04-04
55192,2014-04-01,2019-04-04,2019-04-04
55322,2014-05-01,2019-04-04,2019-04-04
55860,2014-06-01,2019-04-04,2019-04-04
56040,2014-07-01,2019-04-04,2019-04-04
56177,2014-08-01,2019-04-04,2019-04-04
56351,2014-09-01,2019-04-04,2019-04-04
56568,2014-10-01,2019-04-04,2019-04-04
56601,2014-11-01,2019-04-04,2019-04-04
56942,2014-12-01,2019-04-04,2019-04-04
56930,2015-01-01,2019-04-04,2019-04-04
56969,2015-02-01,2019-04-04,2019-04-04
56957,2015-03-01,2019-04-04,2019-04-04
56902,2015-04-01,2019-04-04,2019-04-04
56947,2015-05-01,2019-04-04,2019-04-04
57152,2015-06-01,2019-04-04,2019-04-04
57364,2015-07-01,2019-04-04,2019-04-04
57366,2015-08-01,2019-04-04,2019-04-04
57253,2015-09-01,2019-04-04,2019-04-04
57028,2015-10-01,2019-04-04,2019-04-04
57458,2015-11-01,2019-04-04,2019-04-04
57365,2015-12-01,2019-04-04,2019-04-04
57630,2016-01-01,2019-04-04,2019-04-04
57692,2016-02-01,2019-04-04,2019-04-04
57235,2016-03-01,2019-04-04,2019-04-04
57946,2016-04-01,2019-04-04,2019-04-04
58197,2016-05-01,2019-04-04,2019-04-04
58415,2016-06-01,2019-04-04,2019-04-04
58193,2016-07-01,2019-04-04,2019-04-04
58333,2016-08-01,2019-04-04,2019-04-04
58544,2016-09-01,2019-04-04,2019-04-04
58809,2016-10-01,2019-04-04,2019-04-04
58833,2016-11-01,2019-04-04,2019-04-04
58750,2016-12-01,2019-04-04,2019-04-04
59007,2017-01-01,2019-04-04,2019-04-04
59084,2017-02-01,2019-04-04,2019-04-04
59434,2017-03-01,2019-04-04,2019-04-04
59525,2017-04-01,2019-04-04,2019-04-04
59597,2017-05-01,2019-04-04,2019-04-04
59474,2017-06-01,2019-04-04,2019-04-04
59504,2017-07-01,2019-04-04,2019-04-04
59801,2017-08-01,2019-04-04,2019-04-04
60329,2017-09-01,2019-04-04,2019-04-04
60640,2017-10-01,2019-04-04,2019-04-04
60773,2017-11-01,2019-04-04,2019-04-04
61386,2017-12-01,2019-04-04,2019-04-04
61091,2018-01-01,2019-04-04,2019-04-04
61336,2018-02-01,2019-04-04,2019-04-04
61523,2018-03-01,2019-04-04,2019-04-04
61791,2018-04-01,2019-04-04,2019-04-04
61882,2018-05-01,2019-04-04,2019-04-04
61810,2018-06-01,2019-04-04,2019-04-04
62226,2018-07-01,2019-04-04,2019-04-04
62114,2018-08-01,2019-04-04,2019-04-04
62219,2018-09-01,2019-04-04,2019-04-04
62472,2018-10-01,2019-04-04,2019-04-04
62563,2018-11-01,2019-04-04,2019-04-04
62425,2018-12-01,2019-04-04,2019-04-04
63278,2019-01-01,2019-04-04,2019-04-04
62526,2019-02-01,2019-04-04,2019-04-04
